zone_id,latitude,longitude,area_in_meters,confidence
Z1,-33.425651098786105,-70.61927737218402,72.8324652416139,0.8046706172157639
Z1,-33.4340280390062,-70.62585464313986,91.1171871919748,0.6504767386043527
Z1,-33.423535052002215,-70.63699776678448,54.657215841679175,0.7278406378538324
Z1,-33.427565799273516,-70.60036112055856,101.494408186143,0.8617873705689401
Z1,-33.44264556630281,-70.633009050931,114.26103692077565,0.6981574631961801
Z1,-33.42060944120908,-70.62978766100096,109.78966818366177,0.7815185247140253
Z1,-33.42597150745024,-70.63056336950021,74.95621907800594,0.7991150667370035
Z1,-33.42534839236808,-70.60368234373257,148.4133394779413,0.7827315594924605
Z1,-33.44179715918311,-70.60945246429105,70.69044454479204,0.6862645224720052
Z1,-33.433740351552615,-70.62170680802242,67.23194904219098,0.7891576580022811
Z1,-33.43573004939419,-70.60178307864192,179.98012963954184,0.5574227541468357
Z1,-33.421830875278786,-70.63788866476854,44.30814566323237,0.8652299326112646
Z1,-33.42890337199798,-70.60425318475113,31.924287813850434,0.6908185594386074
Z1,-33.42443095966823,-70.63758290657248,50.53676170821823,0.7878920235328061
Z1,-33.43391464502932,-70.62435477216262,100.7843473822196,0.7373531849024393
Z1,-33.43931903195538,-70.63783980486494,165.00488144132606,0.8674982946700917
Z1,-33.431135380324605,-70.60004124032969,56.63996437994486,0.8136637265468764
Z1,-33.443404568597394,-70.60342441989997,220.99954355634873,0.9136964523128377
Z1,-33.42430922070019,-70.61660804179014,82.6784133891989,0.7381976109709075
Z1,-33.42920839002195,-70.63128621704007,76.43637909765486,0.8267656544322542
Z1,-33.42604780649787,-70.6289288909921,51.0361406804046,0.7860169401339115
Z1,-33.43613685079676,-70.62201826535771,238.2320843249281,0.8384059008085594
Z1,-33.42073254939013,-70.6270887927003,74.98897607675215,0.7014768935164072
Z1,-33.42267197196695,-70.6391474437826,39.15024128836933,0.8547948924971915
Z1,-33.425540412573156,-70.61374975967531,314.73083071369973,0.8360278666423551
Z1,-33.4401340323037,-70.61546288383626,101.14130026085583,0.803219365360396
Z1,-33.43333197490683,-70.60382757187124,126.38802620468815,0.7551066388375325
Z1,-33.44390490585532,-70.62092583839578,205.37921949427724,0.8289265511361114
Z1,-33.44114276269831,-70.62621164152806,114.2003566617783,0.6280902045878564
Z1,-33.42792377616894,-70.61953931268329,139.23861922380837,0.840389086184845
Z1,-33.426380946102306,-70.63221220036417,83.92124418132819,0.6760972898306888
Z1,-33.420812256689146,-70.614978385927,121.94288240419355,0.6677702192921062
Z1,-33.436854366046546,-70.6091986846884,79.93495184533207,0.8017849145513951
Z1,-33.43573850734913,-70.63386153146497,80.5505109435155,0.5931182453719921
Z1,-33.433261104718106,-70.62726467129458,86.99444065483065,0.691592526649282
Z1,-33.44026321602289,-70.60528796082534,65.48045293796717,0.8172492818708442
Z1,-33.44175196236662,-70.61977873005465,107.49107377132037,0.6682913975028755
Z1,-33.433107376844355,-70.61872653413289,107.34144691212258,0.805877306288248
Z1,-33.43932726627373,-70.61110367211786,127.7920239951216,0.6505759542826012
Z1,-33.428254650132935,-70.61688428739114,115.7906226792269,0.794919642364029
Z1,-33.43407120202819,-70.63721680927705,244.69772624352822,0.7420353725212374
Z1,-33.42418304509856,-70.60784153152548,145.32118428247986,0.7568573150638171
Z1,-33.427493372449945,-70.60308655851006,72.67601846201596,0.7155002574204776
Z1,-33.43719083396545,-70.63786891068037,104.5002357208518,0.7889968783910277
Z1,-33.424193504965125,-70.6351500097417,177.14772035573483,0.7330772885365271
Z1,-33.42488089106258,-70.6119209919117,48.304018021113585,0.7406147388974774
Z1,-33.43531304052425,-70.61582104269941,246.61612705358087,0.696565984502958
Z1,-33.437791797401744,-70.62469932004113,53.194143805133265,0.7090216140873467
Z1,-33.427937612400626,-70.61843005404238,133.6402470728207,0.7120535005320507
Z1,-33.441506187909766,-70.61186645727996,81.74709239600293,0.8241771045014813
Z1,-33.440002294938125,-70.61982094152476,79.20086179784158,0.7606401807149492
Z1,-33.44481594325622,-70.63439246701458,39.781338463096766,0.8177536543484456
Z1,-33.425326890562445,-70.63642255883467,134.17233452517567,0.9290942742193121
Z1,-33.4283787285852,-70.62244565059247,40.101069235817135,0.7841267826883385
Z1,-33.42737086553434,-70.60308460968604,36.83602740845978,0.8082521113537382
Z1,-33.42548177422445,-70.61768883301166,154.136205085045,0.76055405329535
Z1,-33.433527105611546,-70.62567119723928,217.9537921454302,0.8001581139726852
Z1,-33.43078147010118,-70.60365175321915,56.430784190129984,0.6406108760929022
Z1,-33.44150507504681,-70.62445471375284,141.4165899572183,0.9028216640305129
Z1,-33.4421367481616,-70.61963414076263,126.2279619831094,0.7998320208110271
Z1,-33.42828992595524,-70.63534002677486,77.45249012148844,0.8342841371625308
Z1,-33.43322259484642,-70.61050396217922,169.8132467853528,0.8827661630767984
Z1,-33.43086909733797,-70.61198788171424,74.4410696415415,0.7910942833659114
Z1,-33.4258750285646,-70.60823024028562,108.27169688598697,0.7711205492608867
Z1,-33.429132041999985,-70.62699234746289,40.87123701406334,0.5906594660848574
Z1,-33.43116051498355,-70.62255787123735,41.84338430921038,0.8189340552313183
Z1,-33.43101982098137,-70.6332663315389,154.93020584410553,0.6965787856168487
Z1,-33.437401247548436,-70.60141980495614,110.2954711866599,0.7310195708722259
Z1,-33.4442295541358,-70.63655690610368,75.3126954022379,0.7918878602065101
Z1,-33.434082065269195,-70.614039467853,232.59874871908158,0.7892321293526082
Z1,-33.439635383179514,-70.61178970421739,231.25560628832494,0.7945911323828042
Z1,-33.43478678390689,-70.63369054105397,103.70417760054582,0.8609253606405963
Z1,-33.423664923168296,-70.62538707176678,36.57590480593884,0.8461816375400095
Z1,-33.439151512853364,-70.6382749373295,76.60179857787558,0.8764530893721709
Z1,-33.44354243145777,-70.61773566969653,51.52566296231221,0.5885731286835443
Z1,-33.43796540269945,-70.60020247428704,85.56124839221637,0.6748362900265399
Z1,-33.437660156055834,-70.62280460172711,48.66872167670344,0.8536962206632922
Z1,-33.42845208713183,-70.60039967118507,42.18546546965497,0.7884632841945678
Z1,-33.43107419619147,-70.63495098304764,23.466238203390294,0.854177315017874
Z1,-33.42540254477234,-70.62430182626929,89.29911008913125,0.7915448589891345
Z1,-33.428392161491814,-70.60392140119805,23.004280004551575,0.6657217284079502
Z1,-33.434840328464,-70.6049321807337,68.29712265743306,0.7874008424752125
Z1,-33.42464949038335,-70.6270563368852,119.33305141615709,0.6084559783441684
Z1,-33.44082567700231,-70.61285557664927,54.753832817081815,0.7978994626119953
Z1,-33.444432198171654,-70.60455359313768,44.85092972078126,0.8862304535344138
Z1,-33.44274880348061,-70.60932490135387,78.46747230255774,0.810033954529135
Z1,-33.42694101623509,-70.61486095212268,51.63847113574308,0.8104732838813206
Z1,-33.43345306924372,-70.6338969754176,90.20743554451973,0.633553195770612
Z1,-33.44096820552416,-70.63707989229718,46.152151240995096,0.6636396223182363
Z1,-33.43247388062242,-70.61541511280734,76.90172750775046,0.5038519174904115
Z1,-33.44119219743217,-70.61998897337243,67.32075625460362,0.873161897228469
Z1,-33.42759199062306,-70.63047853361074,80.93635551742437,0.9415971717304245
Z1,-33.43384609311065,-70.62828920820164,200.20330529491687,0.7061068390733356
Z1,-33.43547446934759,-70.62431651291195,90.91236142434366,0.8139821178112335
Z1,-33.4374621977713,-70.6201791659151,107.49499273165635,0.7872319477807375
Z1,-33.42924293517203,-70.62438964123646,57.76388791593633,0.7397603738292888
Z1,-33.43595468473617,-70.62450833311657,92.09227194892634,0.6764459443145061
Z1,-33.4428087520171,-70.63537068754755,70.02540521760343,0.9153024145865547
Z1,-33.442049852446985,-70.60537638326979,82.79029317968616,0.8812465428840905
Z1,-33.42095255838626,-70.61563383672888,116.38690907439272,0.7997191772657598
Z1,-33.42228548273231,-70.63415591261592,61.85985281094047,0.8130206608565073
Z1,-33.42750732165473,-70.62304502388488,65.43615995610648,0.7224575700304315
Z1,-33.438353250963516,-70.62333136351882,62.33181264971204,0.8122000035874808
Z1,-33.420770590566306,-70.61597516486043,61.67349106006911,0.768931050841338
Z1,-33.42553122740085,-70.61564521528602,89.59319575075185,0.778318615813263
Z1,-33.42707774527103,-70.6141911145208,66.67365791273117,0.8872996714689556
Z1,-33.43376596244641,-70.61208387770624,185.65237992667738,0.6638422993975096
Z1,-33.438193960953875,-70.63586583815484,355.50506303630146,0.6224185844300892
Z1,-33.44259022594616,-70.62780311197709,59.59857969383388,0.7973971593443351
Z1,-33.422434940086404,-70.6393060872331,95.74626045641381,0.7477995015025283
Z1,-33.43360559275416,-70.62181433951679,144.15717059517257,0.7603775091215654
Z1,-33.43994091588012,-70.62282279688678,70.37499503342231,0.8931316573393845
Z1,-33.437351084396234,-70.61062692279282,47.13825471500289,0.7871654231841405
Z1,-33.430519510776456,-70.63331532213569,211.87475489697667,0.8301543846930338
Z1,-33.44058068042652,-70.61474022171498,118.79347861311943,0.7095140112984198
Z1,-33.423584642897694,-70.62773223208279,97.05518644401114,0.8233507710581662
Z1,-33.42603701175412,-70.62472334100761,180.87158784708174,0.725390934248971
Z1,-33.427013426101226,-70.61122852550514,124.41568351162067,0.8516834448884363
Z1,-33.434197674005624,-70.63713807805706,79.33153607434407,0.6507675571565436
Z1,-33.42931727898244,-70.62628868444276,47.60096450944545,0.832935951172072
Z1,-33.43039755077718,-70.62434707079441,62.095128547130024,0.6522670353253471
Z1,-33.42875383496113,-70.61137002752594,158.00912158894795,0.760372555923681
Z1,-33.442888891971506,-70.63203102339718,118.5277499727742,0.7849239471863576
Z1,-33.434604814945736,-70.60210348025238,73.50352463908446,0.9411219970217922
Z1,-33.44395964565345,-70.60008952188822,215.20902324214825,0.8760386765953749
Z1,-33.432650229518885,-70.60724359436719,74.70360065264293,0.681681339268082
Z1,-33.43675346969168,-70.62801149994145,140.2090998082939,0.8587883159927734
Z1,-33.44138689527835,-70.61344533383708,91.92945376570138,0.8448934902249605
Z1,-33.442414925806936,-70.63667407873209,235.83305734558158,0.7719959759835193
Z1,-33.43030888569556,-70.60514882737174,123.2450953590256,0.8234029311436805
Z1,-33.44073517578658,-70.61936028514958,83.54519264004406,0.7459243036192845
Z1,-33.42187199704058,-70.63294243334721,73.82217691571624,0.8392863053220403
Z1,-33.43047347150749,-70.62690333761753,80.76511477119124,0.7892828935287819
Z1,-33.43632825488663,-70.60797029022048,54.654497128540235,0.9393671151450796
Z1,-33.43022711271296,-70.6051909293029,38.409824543365104,0.7456756526310876
Z1,-33.44442990322426,-70.61921146452262,96.52523382338418,0.9084295094549746
Z1,-33.42103601966897,-70.62078753998757,60.7377136698944,0.7784953100418089
Z1,-33.43294241407643,-70.60997061013786,60.649029298755025,0.7489306681086515
Z1,-33.42543161931874,-70.60695241509926,77.56667351260941,0.7030136691744183
Z1,-33.44293175000194,-70.60940612750416,83.82429576953538,0.7997836010650085
Z1,-33.432833541729046,-70.62462287799063,81.78197022130351,0.7539224061299435
Z1,-33.43273232514114,-70.61432296953562,211.88897687162543,0.6962681135794149
Z1,-33.421554338625626,-70.60570560366916,117.25003517792278,0.8060888370883077
Z1,-33.4307067986906,-70.6339295746381,259.6406521947914,0.9067384987744206
Z1,-33.433162764973574,-70.6244745325954,63.979025083588084,0.6990300715495436
